date	artist	song
4/16/11	Katy Perry Featuring Kanye West	E.T.
4/9/11	Katy Perry Featuring Kanye West	E.T.
4/2/11	Lady Gaga	Born This Way
3/26/11	Lady Gaga	Born This Way
3/19/11	Lady Gaga	Born This Way
3/12/11	Lady Gaga	Born This Way
3/5/11	Lady Gaga	Born This Way
2/26/11	Lady Gaga	Born This Way
2/19/11	Wiz Khalifa	Black And Yellow
2/12/11	Bruno Mars	Grenade
2/5/11	Bruno Mars	Grenade
1/29/11	Britney Spears	Hold It Against Me
1/22/11	Bruno Mars	Grenade
1/15/11	Katy Perry	Firework
1/8/11	Bruno Mars	Grenade
1/1/11	Katy Perry	Firework
12/25/10	Katy Perry	Firework
12/18/10	Katy Perry	Firework
12/11/10	P!nk	Raise Your Glass
12/4/10	Rihanna	Only Girl (In The World)
11/27/10	Far*East Movement Featuring Cataracs & Dev	Like A G6
11/20/10	Rihanna Featuring Drake	What's My Name?
11/13/10	Ke$ha	We R Who We R
11/6/10	Far*East Movement Featuring Cataracs & Dev	Like A G6
10/30/10	Far*East Movement Featuring Cataracs & Dev	Like A G6
10/23/10	Bruno Mars	Just The Way You Are
10/16/10	Bruno Mars	Just The Way You Are
10/9/10	Bruno Mars	Just The Way You Are
10/2/10	Bruno Mars	Just The Way You Are
9/25/10	Katy Perry	Teenage Dream
9/18/10	Katy Perry	Teenage Dream
9/11/10	Eminem Featuring Rihanna	Love The Way You Lie
9/4/10	Eminem Featuring Rihanna	Love The Way You Lie
8/28/10	Eminem Featuring Rihanna	Love The Way You Lie
8/21/10	Eminem Featuring Rihanna	Love The Way You Lie
8/14/10	Eminem Featuring Rihanna	Love The Way You Lie
8/7/10	Eminem Featuring Rihanna	Love The Way You Lie
7/31/10	Eminem Featuring Rihanna	Love The Way You Lie
7/24/10	Katy Perry Featuring Snoop Dogg	California Gurls
7/17/10	Katy Perry Featuring Snoop Dogg	California Gurls
7/10/10	Katy Perry Featuring Snoop Dogg	California Gurls
7/3/10	Katy Perry Featuring Snoop Dogg	California Gurls
6/26/10	Katy Perry Featuring Snoop Dogg	California Gurls
6/19/10	Katy Perry Featuring Snoop Dogg	California Gurls
6/12/10	Usher Featuring will.i.am	OMG
6/5/10	Usher Featuring will.i.am	OMG
5/29/10	Usher Featuring will.i.am	OMG
5/22/10	Eminem	Not Afraid
5/15/10	Usher Featuring will.i.am	OMG
5/8/10	B.o.B Featuring Bruno Mars	Nothin' On You
5/1/10	B.o.B Featuring Bruno Mars	Nothin' On You
4/24/10	Rihanna	Rude Boy
4/17/10	Rihanna	Rude Boy
4/10/10	Rihanna	Rude Boy
4/3/10	Rihanna	Rude Boy
3/27/10	Rihanna	Rude Boy
3/20/10	Taio Cruz Featuring Ludacris	Break Your Heart
3/13/10	The Black Eyed Peas	Imma Be
3/6/10	The Black Eyed Peas	Imma Be
2/27/10	Ke$ha	TiK ToK
2/20/10	Ke$ha	TiK ToK
2/13/10	Ke$ha	TiK ToK
2/6/10	Ke$ha	TiK ToK
1/30/10	Ke$ha	TiK ToK
1/23/10	Ke$ha	TiK ToK
1/16/10	Ke$ha	TiK ToK
1/9/10	Ke$ha	TiK ToK
1/2/10	Ke$ha	TiK ToK
12/26/09	Jay-Z + Alicia Keys	Empire State Of Mind
12/19/09	Jay-Z + Alicia Keys	Empire State Of Mind
12/12/09	Jay-Z + Alicia Keys	Empire State Of Mind
12/5/09	Jay-Z + Alicia Keys	Empire State Of Mind
11/28/09	Jay-Z + Alicia Keys	Empire State Of Mind
11/21/09	Owl City	Fireflies
11/14/09	Jason Derulo	Whatcha Say
11/7/09	Owl City	Fireflies
10/31/09	Jay Sean Featuring Lil Wayne	Down
10/24/09	Britney Spears	3
10/17/09	Jay Sean Featuring Lil Wayne	Down
10/10/09	The Black Eyed Peas	I Gotta Feeling
10/3/09	The Black Eyed Peas	I Gotta Feeling
9/26/09	The Black Eyed Peas	I Gotta Feeling
9/19/09	The Black Eyed Peas	I Gotta Feeling
9/12/09	The Black Eyed Peas	I Gotta Feeling
9/5/09	The Black Eyed Peas	I Gotta Feeling
8/29/09	The Black Eyed Peas	I Gotta Feeling
8/22/09	The Black Eyed Peas	I Gotta Feeling
8/15/09	The Black Eyed Peas	I Gotta Feeling
8/8/09	The Black Eyed Peas	I Gotta Feeling
8/1/09	The Black Eyed Peas	I Gotta Feeling
7/25/09	The Black Eyed Peas	I Gotta Feeling
7/18/09	The Black Eyed Peas	I Gotta Feeling
7/11/09	The Black Eyed Peas	I Gotta Feeling
7/4/09	The Black Eyed Peas	Boom Boom Pow
6/27/09	The Black Eyed Peas	Boom Boom Pow
6/20/09	The Black Eyed Peas	Boom Boom Pow
6/13/09	The Black Eyed Peas	Boom Boom Pow
6/6/09	The Black Eyed Peas	Boom Boom Pow
5/30/09	The Black Eyed Peas	Boom Boom Pow
5/23/09	The Black Eyed Peas	Boom Boom Pow
5/16/09	The Black Eyed Peas	Boom Boom Pow
5/9/09	The Black Eyed Peas	Boom Boom Pow
5/2/09	The Black Eyed Peas	Boom Boom Pow
4/25/09	The Black Eyed Peas	Boom Boom Pow
4/18/09	The Black Eyed Peas	Boom Boom Pow
4/11/09	Lady Gaga	Poker Face
4/4/09	Flo Rida	Right Round
3/28/09	Flo Rida	Right Round
3/21/09	Flo Rida	Right Round
3/14/09	Flo Rida	Right Round
3/7/09	Flo Rida	Right Round
2/28/09	Flo Rida	Right Round
2/21/09	Eminem, Dr. Dre & 50 Cent	Crack A Bottle
2/14/09	Kelly Clarkson	My Life Would Suck Without You
2/7/09	Kelly Clarkson	My Life Would Suck Without You
1/31/09	Lady Gaga Featuring Colby O'Donis	Just Dance
1/24/09	Lady Gaga Featuring Colby O'Donis	Just Dance
1/17/09	Lady Gaga Featuring Colby O'Donis	Just Dance
1/10/09	Beyonce	Single Ladies (Put A Ring On It)
1/3/09	Beyonce	Single Ladies (Put A Ring On It)
12/27/08	Beyonce	Single Ladies (Put A Ring On It)
12/20/08	T.I. Featuring Rihanna	Live Your Life
12/13/08	Beyonce	Single Ladies (Put A Ring On It)
12/6/08	T.I. Featuring Rihanna	Live Your Life
11/29/08	T.I. Featuring Rihanna	Live Your Life
11/22/08	T.I. Featuring Rihanna	Live Your Life
11/15/08	T.I. Featuring Rihanna	Live Your Life
11/8/08	T.I.	Whatever You Like
11/1/08	T.I.	Whatever You Like
10/25/08	Britney Spears	Womanizer
10/18/08	T.I. Featuring Rihanna	Live Your Life
10/11/08	T.I.	Whatever You Like
10/4/08	T.I.	Whatever You Like
9/27/08	P!nk	So What
9/20/08	T.I.	Whatever You Like
9/13/08	T.I.	Whatever You Like
9/6/08	T.I.	Whatever You Like
8/30/08	Rihanna	Disturbia
8/23/08	Rihanna	Disturbia
8/16/08	Katy Perry	I Kissed A Girl
8/9/08	Katy Perry	I Kissed A Girl
8/2/08	Katy Perry	I Kissed A Girl
7/26/08	Katy Perry	I Kissed A Girl
7/19/08	Katy Perry	I Kissed A Girl
7/12/08	Katy Perry	I Kissed A Girl
7/5/08	Katy Perry	I Kissed A Girl
6/28/08	Coldplay	Viva La Vida
6/21/08	Lil Wayne Featuring Static Major	Lollipop
6/14/08	Lil Wayne Featuring Static Major	Lollipop
6/7/08	Lil Wayne Featuring Static Major	Lollipop
5/31/08	Lil Wayne Featuring Static Major	Lollipop
5/24/08	Rihanna	Take A Bow
5/17/08	Leona Lewis	Bleeding Love
5/10/08	Leona Lewis	Bleeding Love
5/3/08	Lil Wayne Featuring Static Major	Lollipop
4/26/08	Leona Lewis	Bleeding Love
4/19/08	Mariah Carey	Touch My Body
4/12/08	Mariah Carey	Touch My Body
4/5/08	Leona Lewis	Bleeding Love
3/29/08	Usher Featuring Young Jeezy	Love In This Club
3/22/08	Usher Featuring Young Jeezy	Love In This Club
3/15/08	Usher Featuring Young Jeezy	Love In This Club
3/8/08	Flo Rida Featuring T-Pain	Low
3/1/08	Flo Rida Featuring T-Pain	Low
2/23/08	Flo Rida Featuring T-Pain	Low
2/16/08	Flo Rida Featuring T-Pain	Low
2/9/08	Flo Rida Featuring T-Pain	Low
2/2/08	Flo Rida Featuring T-Pain	Low
1/26/08	Flo Rida Featuring T-Pain	Low
1/19/08	Flo Rida Featuring T-Pain	Low
1/12/08	Flo Rida Featuring T-Pain	Low
1/5/08	Flo Rida Featuring T-Pain	Low
12/29/07	Alicia Keys	No One
12/22/07	Alicia Keys	No One
12/15/07	Alicia Keys	No One
12/8/07	Alicia Keys	No One
12/1/07	Alicia Keys	No One
11/24/07	Chris Brown Featuring T-Pain	Kiss Kiss
11/17/07	Chris Brown Featuring T-Pain	Kiss Kiss
11/10/07	Chris Brown Featuring T-Pain	Kiss Kiss
11/3/07	Soulja Boy Tell'em	Crank That (Soulja Boy)
10/27/07	Soulja Boy Tell'em	Crank That (Soulja Boy)
10/20/07	Soulja Boy Tell'em	Crank That (Soulja Boy)
10/13/07	Soulja Boy Tell'em	Crank That (Soulja Boy)
10/6/07	Soulja Boy Tell'em	Crank That (Soulja Boy)
9/29/07	Kanye West	Stronger
9/22/07	Soulja Boy Tell'em	Crank That (Soulja Boy)
9/15/07	Soulja Boy Tell'em	Crank That (Soulja Boy)
9/8/07	Fergie	Big Girls Don't Cry
9/1/07	Sean Kingston	Beautiful Girls
8/25/07	Sean Kingston	Beautiful Girls
8/18/07	Sean Kingston	Beautiful Girls
8/11/07	Sean Kingston	Beautiful Girls
8/4/07	Plain White T's	Hey There Delilah
7/28/07	Plain White T's	Hey There Delilah
7/21/07	Rihanna Featuring Jay-Z	Umbrella
7/14/07	Rihanna Featuring Jay-Z	Umbrella
7/7/07	Rihanna Featuring Jay-Z	Umbrella
6/30/07	Rihanna Featuring Jay-Z	Umbrella
6/23/07	Rihanna Featuring Jay-Z	Umbrella
6/16/07	Rihanna Featuring Jay-Z	Umbrella
6/9/07	Rihanna Featuring Jay-Z	Umbrella
6/2/07	Maroon 5	Makes Me Wonder
5/26/07	T-Pain Featuring Yung Joc	Buy U A Drank (Shawty Snappin')
5/19/07	Maroon 5	Makes Me Wonder
5/12/07	Maroon 5	Makes Me Wonder
5/5/07	Avril Lavigne	Girlfriend
4/28/07	Timbaland Featuring Nelly Furtado & Justin Timberlake	Give It To Me
4/21/07	Timbaland Featuring Nelly Furtado & Justin Timberlake	Give It To Me
4/14/07	Akon	Don't Matter
4/7/07	Akon	Don't Matter
3/31/07	Fergie Featuring Ludacris	Glamorous
3/24/07	Fergie Featuring Ludacris	Glamorous
3/17/07	Mims	This Is Why I'm Hot
3/10/07	Mims	This Is Why I'm Hot
3/3/07	Justin Timberlake	What Goes Around...Comes Around
2/24/07	Nelly Furtado	Say It Right
2/17/07	Beyonce	Irreplaceable
2/10/07	Beyonce	Irreplaceable
2/3/07	Beyonce	Irreplaceable
1/27/07	Beyonce	Irreplaceable
1/20/07	Beyonce	Irreplaceable
1/13/07	Beyonce	Irreplaceable
1/6/07	Beyonce	Irreplaceable
12/30/06	Beyonce	Irreplaceable
12/23/06	Beyonce	Irreplaceable
12/16/06	Beyonce	Irreplaceable
12/9/06	Akon Featuring Snoop Dogg	I Wanna Love You
12/2/06	Akon Featuring Snoop Dogg	I Wanna Love You
11/25/06	Justin Timberlake Featuring T.I.	My Love
11/18/06	Justin Timberlake Featuring T.I.	My Love
11/11/06	Justin Timberlake Featuring T.I.	My Love
11/4/06	Ludacris Featuring Pharrell	Money Maker
10/28/06	Ludacris Featuring Pharrell	Money Maker
10/21/06	Justin Timberlake	SexyBack
10/14/06	Justin Timberlake	SexyBack
10/7/06	Justin Timberlake	SexyBack
9/30/06	Justin Timberlake	SexyBack
9/23/06	Justin Timberlake	SexyBack
9/16/06	Justin Timberlake	SexyBack
9/9/06	Justin Timberlake	SexyBack
9/2/06	Fergie	London Bridge
8/26/06	Fergie	London Bridge
8/19/06	Fergie	London Bridge
8/12/06	Nelly Furtado Featuring Timbaland	Promiscuous
8/5/06	Nelly Furtado Featuring Timbaland	Promiscuous
7/29/06	Nelly Furtado Featuring Timbaland	Promiscuous
7/22/06	Nelly Furtado Featuring Timbaland	Promiscuous
7/15/06	Nelly Furtado Featuring Timbaland	Promiscuous
7/8/06	Nelly Furtado Featuring Timbaland	Promiscuous
7/1/06	Taylor Hicks	Do I Make You Proud
6/24/06	Shakira Featuring Wyclef Jean	Hips Don't Lie
6/17/06	Shakira Featuring Wyclef Jean	Hips Don't Lie
6/10/06	Chamillionaire Featuring Krayzie Bone	Ridin'
6/3/06	Chamillionaire Featuring Krayzie Bone	Ridin'
5/27/06	Rihanna	SOS
5/20/06	Rihanna	SOS
5/13/06	Rihanna	SOS
5/6/06	Daniel Powter	Bad Day
4/29/06	Daniel Powter	Bad Day
4/22/06	Daniel Powter	Bad Day
4/15/06	Daniel Powter	Bad Day
4/8/06	Daniel Powter	Bad Day
4/1/06	Sean Paul	Temperature
3/25/06	Ne-Yo	So Sick
3/18/06	Ne-Yo	So Sick
3/11/06	James Blunt	You're Beautiful
3/4/06	Beyonce Featuring Slim Thug	Check On It
2/25/06	Beyonce Featuring Slim Thug	Check On It
2/18/06	Beyonce Featuring Slim Thug	Check On It
2/11/06	Beyonce Featuring Slim Thug	Check On It
2/4/06	Beyonce Featuring Slim Thug	Check On It
1/28/06	Nelly Featuring Paul Wall, Ali & Gipp	Grillz
1/21/06	Nelly Featuring Paul Wall, Ali & Gipp	Grillz
1/14/06	D4L	Laffy Taffy
1/7/06	Mariah Carey	Don't Forget About Us
12/31/05	Mariah Carey	Don't Forget About Us
12/24/05	Chris Brown	Run It!
12/17/05	Chris Brown	Run It!
12/10/05	Chris Brown	Run It!
12/3/05	Chris Brown	Run It!
11/26/05	Chris Brown	Run It!
11/19/05	Kanye West Featuring Jamie Foxx	Gold Digger
11/12/05	Kanye West Featuring Jamie Foxx	Gold Digger
11/5/05	Kanye West Featuring Jamie Foxx	Gold Digger
10/29/05	Kanye West Featuring Jamie Foxx	Gold Digger
10/22/05	Kanye West Featuring Jamie Foxx	Gold Digger
10/15/05	Kanye West Featuring Jamie Foxx	Gold Digger
10/8/05	Kanye West Featuring Jamie Foxx	Gold Digger
10/1/05	Kanye West Featuring Jamie Foxx	Gold Digger
9/24/05	Kanye West Featuring Jamie Foxx	Gold Digger
9/17/05	Kanye West Featuring Jamie Foxx	Gold Digger
9/10/05	Mariah Carey	We Belong Together
9/3/05	Mariah Carey	We Belong Together
8/27/05	Mariah Carey	We Belong Together
8/20/05	Mariah Carey	We Belong Together
8/13/05	Mariah Carey	We Belong Together
8/6/05	Mariah Carey	We Belong Together
7/30/05	Mariah Carey	We Belong Together
7/23/05	Mariah Carey	We Belong Together
7/16/05	Mariah Carey	We Belong Together
7/9/05	Mariah Carey	We Belong Together
7/2/05	Carrie Underwood	Inside Your Heaven
6/25/05	Mariah Carey	We Belong Together
6/18/05	Mariah Carey	We Belong Together
6/11/05	Mariah Carey	We Belong Together
6/4/05	Mariah Carey	We Belong Together
5/28/05	Gwen Stefani	Hollaback Girl
5/21/05	Gwen Stefani	Hollaback Girl
5/14/05	Gwen Stefani	Hollaback Girl
5/7/05	Gwen Stefani	Hollaback Girl
4/30/05	50 Cent Featuring Olivia	Candy Shop
4/23/05	50 Cent Featuring Olivia	Candy Shop
4/16/05	50 Cent Featuring Olivia	Candy Shop
4/9/05	50 Cent Featuring Olivia	Candy Shop
4/2/05	50 Cent Featuring Olivia	Candy Shop
3/26/05	50 Cent Featuring Olivia	Candy Shop
3/19/05	50 Cent Featuring Olivia	Candy Shop
3/12/05	50 Cent Featuring Olivia	Candy Shop
3/5/05	50 Cent Featuring Olivia	Candy Shop
2/26/05	Mario	Let Me Love You
2/19/05	Mario	Let Me Love You
2/12/05	Mario	Let Me Love You
2/5/05	Mario	Let Me Love You
1/29/05	Mario	Let Me Love You
1/22/05	Mario	Let Me Love You
1/15/05	Mario	Let Me Love You
1/8/05	Mario	Let Me Love You
1/1/05	Mario	Let Me Love You
12/25/04	Snoop Dogg Featuring Pharrell	Drop It Like It's Hot
12/18/04	Snoop Dogg Featuring Pharrell	Drop It Like It's Hot
12/11/04	Snoop Dogg Featuring Pharrell	Drop It Like It's Hot
12/4/04	Usher And Alicia Keys	My Boo
11/27/04	Usher And Alicia Keys	My Boo
11/20/04	Usher And Alicia Keys	My Boo
11/13/04	Usher And Alicia Keys	My Boo
11/6/04	Usher And Alicia Keys	My Boo
10/30/04	Usher And Alicia Keys	My Boo
10/23/04	Ciara Featuring Petey Pablo	Goodies
10/16/04	Ciara Featuring Petey Pablo	Goodies
10/9/04	Ciara Featuring Petey Pablo	Goodies
10/2/04	Ciara Featuring Petey Pablo	Goodies
9/25/04	Ciara Featuring Petey Pablo	Goodies
9/18/04	Ciara Featuring Petey Pablo	Goodies
9/11/04	Ciara Featuring Petey Pablo	Goodies
9/4/04	Terror Squad	Lean Back
8/28/04	Terror Squad	Lean Back
8/21/04	Terror Squad	Lean Back
8/14/04	Juvenile Featuring Soulja Slim	Slow Motion
8/7/04	Juvenile Featuring Soulja Slim	Slow Motion
7/31/04	Usher	Confessions Part II
7/24/04	Usher	Confessions Part II
7/17/04	Usher	Burn
7/10/04	Fantasia	I Believe
7/3/04	Usher	Burn
6/26/04	Usher	Burn
6/19/04	Usher	Burn
6/12/04	Usher	Burn
6/5/04	Usher	Burn
5/29/04	Usher	Burn
5/22/04	Usher	Burn
5/15/04	Usher Featuring Lil Jon & Ludacris	Yeah!
5/8/04	Usher Featuring Lil Jon & Ludacris	Yeah!
5/1/04	Usher Featuring Lil Jon & Ludacris	Yeah!
4/24/04	Usher Featuring Lil Jon & Ludacris	Yeah!
4/17/04	Usher Featuring Lil Jon & Ludacris	Yeah!
4/10/04	Usher Featuring Lil Jon & Ludacris	Yeah!
4/3/04	Usher Featuring Lil Jon & Ludacris	Yeah!
3/27/04	Usher Featuring Lil Jon & Ludacris	Yeah!
3/20/04	Usher Featuring Lil Jon & Ludacris	Yeah!
3/13/04	Usher Featuring Lil Jon & Ludacris	Yeah!
3/6/04	Usher Featuring Lil Jon & Ludacris	Yeah!
2/28/04	Usher Featuring Lil Jon & Ludacris	Yeah!
2/21/04	Twista Featuring Kanye West & Jamie Foxx	Slow Jamz
2/14/04	OutKast Featuring Sleepy Brown	The Way You Move
2/7/04	OutKast	Hey Ya!
1/31/04	OutKast	Hey Ya!
1/24/04	OutKast	Hey Ya!
1/17/04	OutKast	Hey Ya!
1/10/04	OutKast	Hey Ya!
1/3/04	OutKast	Hey Ya!
12/27/03	OutKast	Hey Ya!
12/20/03	OutKast	Hey Ya!
12/13/03	OutKast	Hey Ya!
12/6/03	Ludacris Featuring Shawnna	Stand Up
11/29/03	Beyonce Featuring Sean Paul	Baby Boy
11/22/03	Beyonce Featuring Sean Paul	Baby Boy
11/15/03	Beyonce Featuring Sean Paul	Baby Boy
11/8/03	Beyonce Featuring Sean Paul	Baby Boy
11/1/03	Beyonce Featuring Sean Paul	Baby Boy
10/25/03	Beyonce Featuring Sean Paul	Baby Boy
10/18/03	Beyonce Featuring Sean Paul	Baby Boy
10/11/03	Beyonce Featuring Sean Paul	Baby Boy
10/4/03	Beyonce Featuring Sean Paul	Baby Boy
9/27/03	Nelly, P. Diddy & Murphy Lee	Shake Ya Tailfeather
9/20/03	Nelly, P. Diddy & Murphy Lee	Shake Ya Tailfeather
9/13/03	Nelly, P. Diddy & Murphy Lee	Shake Ya Tailfeather
9/6/03	Nelly, P. Diddy & Murphy Lee	Shake Ya Tailfeather
8/30/03	Beyonce Featuring Jay Z	Crazy In Love
8/23/03	Beyonce Featuring Jay Z	Crazy In Love
8/16/03	Beyonce Featuring Jay Z	Crazy In Love
8/9/03	Beyonce Featuring Jay Z	Crazy In Love
8/2/03	Beyonce Featuring Jay Z	Crazy In Love
7/26/03	Beyonce Featuring Jay Z	Crazy In Love
7/19/03	Beyonce Featuring Jay Z	Crazy In Love
7/12/03	Beyonce Featuring Jay Z	Crazy In Love
7/5/03	Clay Aiken	This Is The Night
6/28/03	Clay Aiken	This Is The Night
6/21/03	50 Cent Featuring Nate Dogg	21 Questions
6/14/03	50 Cent Featuring Nate Dogg	21 Questions
6/7/03	50 Cent Featuring Nate Dogg	21 Questions
5/31/03	50 Cent Featuring Nate Dogg	21 Questions
5/24/03	Sean Paul	Get Busy
5/17/03	Sean Paul	Get Busy
5/10/03	Sean Paul	Get Busy
5/3/03	50 Cent	In Da Club
4/26/03	50 Cent	In Da Club
4/19/03	50 Cent	In Da Club
4/12/03	50 Cent	In Da Club
4/5/03	50 Cent	In Da Club
3/29/03	50 Cent	In Da Club
3/22/03	50 Cent	In Da Club
3/15/03	50 Cent	In Da Club
3/8/03	50 Cent	In Da Club
3/1/03	Jennifer Lopez Featuring LL Cool J	All I Have
2/22/03	Jennifer Lopez Featuring LL Cool J	All I Have
2/15/03	Jennifer Lopez Featuring LL Cool J	All I Have
2/8/03	Jennifer Lopez Featuring LL Cool J	All I Have
2/1/03	B2K & P. Diddy	Bump, Bump, Bump
1/25/03	Eminem	Lose Yourself
1/18/03	Eminem	Lose Yourself
1/11/03	Eminem	Lose Yourself
1/4/03	Eminem	Lose Yourself
12/28/02	Eminem	Lose Yourself
12/21/02	Eminem	Lose Yourself
12/14/02	Eminem	Lose Yourself
12/7/02	Eminem	Lose Yourself
11/30/02	Eminem	Lose Yourself
11/23/02	Eminem	Lose Yourself
11/16/02	Eminem	Lose Yourself
11/9/02	Eminem	Lose Yourself
11/2/02	Nelly Featuring Kelly Rowland	Dilemma
10/26/02	Nelly Featuring Kelly Rowland	Dilemma
10/19/02	Nelly Featuring Kelly Rowland	Dilemma
10/12/02	Kelly Clarkson	A Moment Like This
10/5/02	Kelly Clarkson	A Moment Like This
9/28/02	Nelly Featuring Kelly Rowland	Dilemma
9/21/02	Nelly Featuring Kelly Rowland	Dilemma
9/14/02	Nelly Featuring Kelly Rowland	Dilemma
9/7/02	Nelly Featuring Kelly Rowland	Dilemma
8/31/02	Nelly Featuring Kelly Rowland	Dilemma
8/24/02	Nelly Featuring Kelly Rowland	Dilemma
8/17/02	Nelly Featuring Kelly Rowland	Dilemma
8/10/02	Nelly	Hot In Herre
8/3/02	Nelly	Hot In Herre
7/27/02	Nelly	Hot In Herre
7/20/02	Nelly	Hot In Herre
7/13/02	Nelly	Hot In Herre
7/6/02	Nelly	Hot In Herre
6/29/02	Nelly	Hot In Herre
6/22/02	Ashanti	Foolish
6/15/02	Ashanti	Foolish
6/8/02	Ashanti	Foolish
6/1/02	Ashanti	Foolish
5/25/02	Ashanti	Foolish
5/18/02	Ashanti	Foolish
5/11/02	Ashanti	Foolish
5/4/02	Ashanti	Foolish
4/27/02	Ashanti	Foolish
4/20/02	Ashanti	Foolish
4/13/02	Jennifer Lopez Featuring Ja Rule	Ain't It Funny
4/6/02	Jennifer Lopez Featuring Ja Rule	Ain't It Funny
3/30/02	Jennifer Lopez Featuring Ja Rule	Ain't It Funny
3/23/02	Jennifer Lopez Featuring Ja Rule	Ain't It Funny
3/16/02	Jennifer Lopez Featuring Ja Rule	Ain't It Funny
3/9/02	Jennifer Lopez Featuring Ja Rule	Ain't It Funny
3/2/02	Ja Rule Featuring Ashanti	Always On Time
2/23/02	Ja Rule Featuring Ashanti	Always On Time
2/16/02	Usher	U Got It Bad
2/9/02	Usher	U Got It Bad
2/2/02	Usher	U Got It Bad
1/26/02	Usher	U Got It Bad
1/19/02	Usher	U Got It Bad
1/12/02	Nickelback	How You Remind Me
1/5/02	Nickelback	How You Remind Me
12/29/01	Nickelback	How You Remind Me
12/22/01	Nickelback	How You Remind Me
12/15/01	Usher	U Got It Bad
12/8/01	Mary J. Blige	Family Affair
12/1/01	Mary J. Blige	Family Affair
11/24/01	Mary J. Blige	Family Affair
11/17/01	Mary J. Blige	Family Affair
11/10/01	Mary J. Blige	Family Affair
11/3/01	Mary J. Blige	Family Affair
10/27/01	Jennifer Lopez Featuring Ja Rule	I'm Real
10/20/01	Jennifer Lopez Featuring Ja Rule	I'm Real
10/13/01	Alicia Keys	Fallin'
10/6/01	Alicia Keys	Fallin'
9/29/01	Alicia Keys	Fallin'
9/22/01	Jennifer Lopez Featuring Ja Rule	I'm Real
9/15/01	Jennifer Lopez Featuring Ja Rule	I'm Real
9/8/01	Jennifer Lopez Featuring Ja Rule	I'm Real
9/1/01	Alicia Keys	Fallin'
8/25/01	Alicia Keys	Fallin'
8/18/01	Alicia Keys	Fallin'
8/11/01	Destiny's Child	Bootylicious
8/4/01	Destiny's Child	Bootylicious
7/28/01	Usher	U Remind Me
7/21/01	Usher	U Remind Me
7/14/01	Usher	U Remind Me
7/7/01	Usher	U Remind Me
6/30/01	Christina Aguilera, Lil' Kim, Mya & P!nk	Lady Marmalade
6/23/01	Christina Aguilera, Lil' Kim, Mya & P!nk	Lady Marmalade
6/16/01	Christina Aguilera, Lil' Kim, Mya & P!nk	Lady Marmalade
6/9/01	Christina Aguilera, Lil' Kim, Mya & P!nk	Lady Marmalade
6/2/01	Christina Aguilera, Lil' Kim, Mya & P!nk	Lady Marmalade
5/26/01	Janet	All For You
5/19/01	Janet	All For You
5/12/01	Janet	All For You
5/5/01	Janet	All For You
4/28/01	Janet	All For You
4/21/01	Janet	All For You
4/14/01	Janet	All For You
4/7/01	Crazy Town	Butterfly
3/31/01	Shaggy Featuring Rayvon	Angel
3/24/01	Crazy Town	Butterfly
3/17/01	Joe Featuring Mystikal	Stutter
3/10/01	Joe Featuring Mystikal	Stutter
3/3/01	Joe Featuring Mystikal	Stutter
2/24/01	Joe Featuring Mystikal	Stutter
2/17/01	OutKast	Ms. Jackson
2/10/01	Shaggy Feat. Ricardo "RikRok" Ducent	It Wasn't Me
2/3/01	Shaggy Feat. Ricardo "RikRok" Ducent	It Wasn't Me
1/27/01	Destiny's Child	Independent Women Part I
1/20/01	Destiny's Child	Independent Women Part I
1/13/01	Destiny's Child	Independent Women Part I
1/6/01	Destiny's Child	Independent Women Part I
12/30/00	Destiny's Child	Independent Women Part I
12/23/00	Destiny's Child	Independent Women Part I
12/16/00	Destiny's Child	Independent Women Part I
12/9/00	Destiny's Child	Independent Women Part I
12/2/00	Destiny's Child	Independent Women Part I
11/25/00	Destiny's Child	Independent Women Part I
11/18/00	Destiny's Child	Independent Women Part I
11/11/00	Creed	With Arms Wide Open
11/4/00	Christina Aguilera	Come On Over Baby (All I Want Is You)
10/28/00	Christina Aguilera	Come On Over Baby (All I Want Is You)
10/21/00	Christina Aguilera	Come On Over Baby (All I Want Is You)
10/14/00	Christina Aguilera	Come On Over Baby (All I Want Is You)
10/7/00	Madonna	Music
9/30/00	Madonna	Music
9/23/00	Madonna	Music
9/16/00	Madonna	Music
9/9/00	Janet	Doesn't Really Matter
9/2/00	Janet	Doesn't Really Matter
8/26/00	Janet	Doesn't Really Matter
8/19/00	Sisqo	Incomplete
8/12/00	Sisqo	Incomplete
8/5/00	'N Sync	It's Gonna Be Me
7/29/00	'N Sync	It's Gonna Be Me
7/22/00	matchbox twenty	Bent
7/15/00	Vertical Horizon	Everything You Want
7/8/00	Enrique Iglesias	Be With You
7/1/00	Enrique Iglesias	Be With You
6/24/00	Enrique Iglesias	Be With You
6/17/00	Aaliyah	Try Again
6/10/00	Santana Featuring The Product G&B	Maria Maria
6/3/00	Santana Featuring The Product G&B	Maria Maria
5/27/00	Santana Featuring The Product G&B	Maria Maria
5/20/00	Santana Featuring The Product G&B	Maria Maria
5/13/00	Santana Featuring The Product G&B	Maria Maria
5/6/00	Santana Featuring The Product G&B	Maria Maria
4/29/00	Santana Featuring The Product G&B	Maria Maria
4/22/00	Santana Featuring The Product G&B	Maria Maria
4/15/00	Santana Featuring The Product G&B	Maria Maria
4/8/00	Santana Featuring The Product G&B	Maria Maria
4/1/00	Destiny's Child	Say My Name
3/25/00	Destiny's Child	Say My Name
